date,dash,isPartial
2017-09-03,9.0,False
2017-09-04,11.571428571428573,False
2017-09-05,9.0,False
2017-09-06,18.642857142857146,False
2017-09-07,11.571428571428573,False
2017-09-08,7.714285714285715,False
2017-09-09,12.857142857142858,False
2017-09-10,4.5,False
2017-09-11,10.928571428571429,False
2017-09-12,7.714285714285715,False
2017-09-13,7.714285714285715,False
2017-09-14,7.714285714285715,False
2017-09-15,7.714285714285715,False
2017-09-16,4.5,False
2017-09-17,8.357142857142858,False
2017-09-18,5.7857142857142865,False
2017-09-19,10.928571428571429,False
2017-09-20,9.0,False
2017-09-21,7.714285714285715,False
2017-09-22,7.714285714285715,False
2017-09-23,6.428571428571429,False
2017-09-24,6.428571428571429,False
2017-09-25,5.7857142857142865,False
2017-09-26,7.714285714285715,False
2017-09-27,5.7857142857142865,False
2017-09-28,1.9285714285714288,False
2017-09-29,7.714285714285715,False
2017-09-30,13.500000000000002,False
2017-10-01,8.357142857142858,False
2017-10-02,5.7857142857142865,False
2017-10-03,9.0,False
2017-10-04,5.7857142857142865,False
2017-10-05,12.857142857142858,False
2017-10-06,7.714285714285715,False
2017-10-07,10.928571428571429,False
2017-10-08,14.785714285714286,False
2017-10-09,7.071428571428572,False
2017-10-10,3.8571428571428577,False
2017-10-11,5.7857142857142865,False
2017-10-12,9.642857142857144,False
2017-10-13,5.7857142857142865,False
2017-10-14,4.5,False
2017-10-15,6.428571428571429,False
2017-10-16,3.8571428571428577,False
2017-10-17,12.857142857142858,False
2017-10-18,1.9285714285714288,False
2017-10-19,13.500000000000002,False
2017-10-20,9.642857142857144,False
2017-10-21,6.428571428571429,False
2017-10-22,3.8571428571428577,False
2017-10-23,7.071428571428572,False
2017-10-24,5.142857142857143,False
2017-10-25,7.071428571428572,False
2017-10-26,10.928571428571429,False
2017-10-27,3.8571428571428577,False
2017-10-28,0.0,False
2017-10-29,14.785714285714286,False
2017-10-30,5.7857142857142865,False
2017-10-31,9.642857142857144,False
2017-11-01,5.7857142857142865,False
2017-11-02,12.857142857142858,False
2017-11-03,9.642857142857144,False
2017-11-04,10.285714285714286,False
2017-11-05,6.428571428571429,False
2017-11-06,9.0,False
2017-11-07,16.071428571428573,False
2017-11-08,9.0,False
2017-11-09,9.0,False
2017-11-10,9.642857142857144,False
2017-11-11,4.5,False
2017-11-12,43.07142857142858,False
2017-11-13,19.28571428571429,False
2017-11-14,23.142857142857146,False
2017-11-15,7.071428571428572,False
2017-11-16,10.928571428571429,False
2017-11-17,25.714285714285715,False
2017-11-18,16.714285714285715,False
2017-11-19,10.285714285714286,False
2017-11-20,14.142857142857144,False
2017-11-21,23.142857142857146,False
2017-11-22,34.07142857142858,False
2017-11-23,14.785714285714286,False
2017-11-24,18.642857142857146,False
2017-11-25,22.5,False
2017-11-26,26.357142857142858,False
2017-11-27,27.642857142857146,False
2017-11-28,21.214285714285715,False
2017-11-29,48.85714285714286,False
2017-11-30,61.71428571428572,False
2017-12-01,35.35714285714286,False
2017-12-02,52.07142857142858,False
2017-12-03,30.214285714285715,False
2017-12-04,18.0,False
2017-12-05,36.0,False
2017-12-06,25.071428571428573,False
2017-12-07,39.85714285714286,False
2017-12-08,44.35714285714286,False
2017-12-09,18.642857142857146,False
2017-12-10,34.714285714285715,False
2017-12-11,24.42857142857143,False
2017-12-12,52.07142857142858,False
2017-12-13,45.0,False
2017-12-14,43.714285714285715,False
2017-12-15,25.071428571428573,False
2017-12-16,37.92857142857143,False
2017-12-17,54.642857142857146,False
2017-12-18,29.571428571428573,False
2017-12-19,48.85714285714286,False
2017-12-20,64.28571428571429,False
2017-12-21,50.142857142857146,False
2017-12-22,43.07142857142858,False
2017-12-23,37.28571428571429,False
2017-12-24,34.714285714285715,False
2017-12-25,28.28571428571429,False
2017-12-26,26.357142857142858,False
2017-12-27,17.357142857142858,False
2017-12-28,25.714285714285715,False
2017-12-29,32.142857142857146,False
2017-12-30,28.28571428571429,False
2017-12-31,33.42857142857143,False
2018-01-01,22.5,False
2018-01-02,39.214285714285715,False
2018-01-03,30.85714285714286,False
2018-01-04,28.92857142857143,False
2018-01-05,23.78571428571429,False
2018-01-06,34.714285714285715,False
2018-01-07,27.642857142857146,False
2018-01-08,33.42857142857143,False
2018-01-09,19.28571428571429,False
2018-01-10,19.28571428571429,False
2018-01-11,21.214285714285715,False
2018-01-12,21.857142857142858,False
2018-01-13,32.142857142857146,False
2018-01-14,19.92857142857143,False
2018-01-15,16.071428571428573,False
2018-01-16,33.42857142857143,False
2018-01-17,15.42857142857143,False
2018-01-18,24.42857142857143,False
2018-01-19,21.857142857142858,False
2018-01-20,18.0,False
2018-01-21,9.642857142857144,False
2018-01-22,17.357142857142858,False
2018-01-23,15.42857142857143,False
2018-01-24,8.357142857142858,False
2018-01-25,9.0,False
2018-01-26,18.0,False
2018-01-27,14.142857142857144,False
2018-01-28,16.071428571428573,False
2018-01-29,20.571428571428573,False
2018-01-30,1.9285714285714288,False
2018-01-31,8.357142857142858,False
2018-02-01,8.357142857142858,False
2018-02-02,12.857142857142858,False
2018-02-03,11.571428571428573,False
2018-02-04,9.642857142857144,False
2018-02-05,14.142857142857144,False
2018-02-06,7.071428571428572,False
2018-02-07,15.42857142857143,False
2018-02-08,9.0,False
2018-02-09,10.928571428571429,False
2018-02-10,10.285714285714286,False
2018-02-11,7.714285714285715,False
2018-02-12,7.071428571428572,False
2018-02-13,10.928571428571429,False
2018-02-14,5.142857142857143,False
2018-02-15,14.142857142857144,False
2018-02-16,9.0,False
2018-02-17,10.285714285714286,False
2018-02-18,9.642857142857144,False
2018-02-19,7.071428571428572,False
2018-02-20,5.142857142857143,False
2018-02-21,12.214285714285715,False
2018-02-22,17.357142857142858,False
2018-02-23,5.142857142857143,False
2018-02-24,9.642857142857144,False
2018-02-25,7.714285714285715,False
2018-02-26,7.071428571428572,False
2018-02-27,8.357142857142858,False
2018-02-28,8.357142857142858,False
2018-03-01,5.505882352941177,False
2018-03-02,4.42436974789916,False
2018-03-03,9.63529411764706,False
2018-03-04,3.1462184873949584,False
2018-03-05,8.258823529411766,False
2018-03-06,8.357142857142858,False
2018-03-07,8.45546218487395,False
2018-03-08,4.326050420168068,False
2018-03-09,5.899159663865547,False
2018-03-10,6.489075630252102,False
2018-03-11,4.81764705882353,False
2018-03-12,4.129411764705883,False
2018-03-13,4.227731092436975,False
2018-03-14,6.980672268907564,False
2018-03-15,4.227731092436975,False
2018-03-16,7.275630252100841,False
2018-03-17,4.81764705882353,False
2018-03-18,3.1462184873949584,False
2018-03-19,4.326050420168068,False
2018-03-20,1.3764705882352943,False
2018-03-21,6.980672268907564,False
2018-03-22,5.702521008403362,False
2018-03-23,2.9495798319327733,False
2018-03-24,4.915966386554622,False
2018-03-25,4.915966386554622,False
2018-03-26,4.227731092436975,False
2018-03-27,5.702521008403362,False
2018-03-28,4.42436974789916,False
2018-03-29,0.0,False
2018-03-30,8.062184873949581,False
2018-03-31,1.6714285714285717,False
2018-04-01,5.112605042016807,False
2018-04-02,1.4747899159663866,False
2018-04-03,8.553781512605044,False
2018-04-04,8.553781512605044,False
2018-04-05,2.851260504201681,False
2018-04-06,2.9495798319327733,False
2018-04-07,9.831932773109244,False
2018-04-08,1.6714285714285717,False
2018-04-09,4.227731092436975,False
2018-04-10,5.604201680672269,False
2018-04-11,4.227731092436975,False
2018-04-12,8.652100840336136,False
2018-04-13,5.899159663865547,False
2018-04-14,3.244537815126051,False
2018-04-15,3.244537815126051,False
2018-04-16,0.0,False
2018-04-17,1.3764705882352943,False
2018-04-18,5.8008403361344545,False
2018-04-19,4.326050420168068,False
2018-04-20,2.9495798319327733,False
2018-04-21,5.014285714285715,False
2018-04-22,3.244537815126051,False
2018-04-23,5.604201680672269,False
2018-04-24,0.0,False
2018-04-25,2.7529411764705887,False
2018-04-26,4.227731092436975,False
2018-04-27,4.522689075630253,False
2018-04-28,1.6714285714285717,False
2018-04-29,4.915966386554622,False
2018-04-30,7.373949579831933,False
2018-05-01,1.4747899159663866,False
2018-05-02,2.851260504201681,False
2018-05-03,2.851260504201681,False
2018-05-04,5.9974789915966396,False
2018-05-05,3.4411764705882355,False
2018-05-06,0.0,False
2018-05-07,1.3764705882352943,False
2018-05-08,1.3764705882352943,False
2018-05-09,4.326050420168068,False
2018-05-10,4.227731092436975,False
2018-05-11,2.9495798319327733,False
2018-05-12,1.6714285714285717,False
2018-05-13,3.3428571428571434,False
2018-05-14,2.851260504201681,False
2018-05-15,2.851260504201681,False
2018-05-16,5.702521008403362,False
2018-05-17,1.4747899159663866,False
2018-05-18,5.899159663865547,False
2018-05-19,3.3428571428571434,False
2018-05-20,3.3428571428571434,False
2018-05-21,4.326050420168068,False
2018-05-22,0.0,False
2018-05-23,7.177310924369749,False
2018-05-24,2.851260504201681,False
2018-05-25,3.047899159663866,False
2018-05-26,3.3428571428571434,False
2018-05-27,1.6714285714285717,False
2018-05-28,1.4747899159663866,False
2018-05-29,2.851260504201681,False
2018-05-30,1.3764705882352943,False
2018-05-31,5.8008403361344545,False
2018-06-01,0.0,False
2018-06-02,0.0,False
2018-06-03,3.3428571428571434,False
2018-06-04,0.0,False
2018-06-05,2.851260504201681,False
2018-06-06,2.851260504201681,False
2018-06-07,2.851260504201681,False
2018-06-08,1.4747899159663866,False
2018-06-09,6.685714285714287,False
2018-06-10,5.014285714285715,False
2018-06-11,0.0,False
2018-06-12,0.0,False
2018-06-13,0.0,False
2018-06-14,1.3764705882352943,False
2018-06-15,2.9495798319327733,False
2018-06-16,0.0,False
2018-06-17,1.6714285714285717,False
2018-06-18,4.227731092436975,False
2018-06-19,1.3764705882352943,False
2018-06-20,4.227731092436975,False
2018-06-21,2.851260504201681,False
2018-06-22,1.4747899159663866,False
2018-06-23,3.244537815126051,False
2018-06-24,1.6714285714285717,False
2018-06-25,4.227731092436975,False
2018-06-26,9.733613445378152,False
2018-06-27,0.0,False
2018-06-28,1.4747899159663866,False
2018-06-29,3.047899159663866,False
2018-06-30,1.6714285714285717,False
2018-07-01,6.587394957983194,False
2018-07-02,1.3764705882352943,False
2018-07-03,2.851260504201681,False
2018-07-04,0.0,False
2018-07-05,1.4747899159663866,False
2018-07-06,2.851260504201681,False
2018-07-07,3.244537815126051,False
2018-07-08,3.244537815126051,False
2018-07-09,4.227731092436975,False
2018-07-10,2.7529411764705887,False
2018-07-11,0.0,False
2018-07-12,1.4747899159663866,False
2018-07-13,3.047899159663866,False
2018-07-14,3.3428571428571434,False
2018-07-15,3.3428571428571434,False
2018-07-16,2.9495798319327733,False
2018-07-17,2.851260504201681,False
2018-07-18,4.42436974789916,False
2018-07-19,1.4747899159663866,False
2018-07-20,9.143697478991598,False
2018-07-21,6.784033613445379,False
2018-07-22,3.3428571428571434,False
2018-07-23,5.8008403361344545,False
2018-07-24,1.4747899159663866,False
2018-07-25,2.851260504201681,False
2018-07-26,2.9495798319327733,False
2018-07-27,1.4747899159663866,False
2018-07-28,5.014285714285715,False
2018-07-29,3.3428571428571434,False
2018-07-30,1.4747899159663866,False
2018-07-31,4.227731092436975,False
2018-08-01,1.3764705882352943,False
2018-08-02,2.7529411764705887,False
2018-08-03,0.0,False
2018-08-04,1.6714285714285717,False
2018-08-05,3.244537815126051,False
2018-08-06,2.851260504201681,False
2018-08-07,4.227731092436975,False
2018-08-08,4.227731092436975,False
2018-08-09,0.0,False
2018-08-10,2.851260504201681,False
2018-08-11,3.244537815126051,False
2018-08-12,0.0,False
2018-08-13,2.851260504201681,False
2018-08-14,1.3764705882352943,False
2018-08-15,0.0,False
2018-08-16,1.4747899159663866,False
2018-08-17,2.9495798319327733,False
2018-08-18,0.0,False
2018-08-19,3.3428571428571434,False
2018-08-20,1.4747899159663866,False
2018-08-21,4.326050420168068,False
2018-08-22,1.4747899159663866,False
2018-08-23,4.326050420168068,False
2018-08-24,2.9495798319327733,False
2018-08-25,3.3428571428571434,False
2018-08-26,1.6714285714285717,False
2018-08-27,4.326050420168068,False
2018-08-28,2.851260504201681,False
2018-08-29,9.831932773109244,False
2018-08-30,0.0,False
2018-08-31,4.42436974789916,False
2018-09-01,8.062184873949581,False
2018-09-02,0.0,False
2018-09-03,4.326050420168068,False
2018-09-04,2.7529411764705887,False
2018-09-05,2.7529411764705887,False
2018-09-06,6.980672268907564,False
2018-09-07,1.4747899159663866,False
2018-09-08,9.63529411764706,False
2018-09-09,6.292436974789917,False
2018-09-10,5.505882352941177,False
2018-09-11,2.851260504201681,False
2018-09-12,4.129411764705883,False
2018-09-13,2.7529411764705887,False
2018-09-14,0.0,False
2018-09-15,3.244537815126051,False
2018-09-16,1.5731092436974792,False
2018-09-17,6.980672268907564,False
2018-09-18,1.3764705882352943,False
2018-09-19,1.3764705882352943,False
2018-09-20,2.7529411764705887,False
2018-09-21,0.0,False
2018-09-22,0.0,False
2018-09-23,3.1462184873949584,False
2018-09-24,2.7529411764705887,False
2018-09-25,2.7529411764705887,False
2018-09-26,4.129411764705883,False
2018-09-27,0.0,False
2018-09-28,0.0,False
2018-09-29,1.6714285714285717,False
2018-09-30,1.5731092436974792,False
2018-10-01,1.3764705882352943,False
2018-10-02,1.3764705882352943,False
2018-10-03,5.604201680672269,False
2018-10-04,4.227731092436975,False
2018-10-05,4.42436974789916,False
2018-10-06,3.244537815126051,False
2018-10-07,0.0,False
2018-10-08,2.7529411764705887,False
2018-10-09,4.031092436974791,False
2018-10-10,2.851260504201681,False
2018-10-11,4.326050420168068,False
2018-10-12,0.0,False
2018-10-13,0.0,False
2018-10-14,3.244537815126051,False
2018-10-15,0.0,False
2018-10-16,5.604201680672269,False
2018-10-17,1.3764705882352943,False
2018-10-18,1.4747899159663866,False
2018-10-19,1.4747899159663866,False
2018-10-20,0.0,False
2018-10-21,3.244537815126051,False
2018-10-22,2.851260504201681,False
2018-10-23,2.7529411764705887,False
2018-10-24,4.129411764705883,False
2018-10-25,4.227731092436975,False
2018-10-26,1.4747899159663866,False
2018-10-27,0.0,False
2018-10-28,3.1462184873949584,False
2018-10-29,0.0,False
2018-10-30,1.3764705882352943,False
2018-10-31,2.851260504201681,False
2018-11-01,0.0,False
2018-11-02,0.0,False
2018-11-03,3.244537815126051,False
2018-11-04,7.767226890756303,False
2018-11-05,5.407563025210084,False
2018-11-06,6.980672268907564,False
2018-11-07,1.3764705882352943,False
2018-11-08,2.7529411764705887,False
2018-11-09,4.326050420168068,False
2018-11-10,1.5731092436974792,False
2018-11-11,3.1462184873949584,False
2018-11-12,2.7529411764705887,False
2018-11-13,5.505882352941177,False
2018-11-14,1.3764705882352943,False
2018-11-15,2.851260504201681,False
2018-11-16,2.9495798319327733,False
2018-11-17,3.244537815126051,False
2018-11-18,0.0,False
2018-11-19,4.227731092436975,False
2018-11-20,2.851260504201681,False
2018-11-21,1.4747899159663866,False
2018-11-22,2.9495798319327733,False
2018-11-23,1.4747899159663866,False
2018-11-24,0.0,False
2018-11-25,0.0,False
2018-11-26,1.3764705882352943,False
2018-11-27,1.3764705882352943,False
2018-11-28,4.227731092436975,False
2018-11-29,2.851260504201681,False
2018-11-30,5.702521008403362,False
2018-12-01,1.5731092436974792,False
2018-12-02,3.1462184873949584,False
2018-12-03,0.0,False
2018-12-04,2.851260504201681,False
2018-12-05,2.7529411764705887,False
2018-12-06,1.4747899159663866,False
2018-12-07,4.42436974789916,False
2018-12-08,1.6714285714285717,False
2018-12-09,3.1462184873949584,False
2018-12-10,1.3764705882352943,False
2018-12-11,0.0,False
2018-12-12,1.4747899159663866,False
2018-12-13,0.0,False
2018-12-14,5.702521008403362,False
2018-12-15,3.3428571428571434,False
2018-12-16,0.0,False
2018-12-17,1.2781512605042018,False
2018-12-18,4.129411764705883,False
2018-12-19,0.0,False
2018-12-20,0.0,False
2018-12-21,1.5731092436974792,False
2018-12-22,1.6714285714285717,False
2018-12-23,6.980672268907564,False
2018-12-24,0.0,False
2018-12-25,5.407563025210084,False
2018-12-26,1.5731092436974792,False
2018-12-27,1.4747899159663866,False
2018-12-28,3.1462184873949584,False
2018-12-29,0.0,False
2018-12-30,5.014285714285715,False
2018-12-31,0.0,False
2019-01-01,5.2109243697479,False
2019-01-02,0.0,False
2019-01-03,0.0,False
2019-01-04,2.9495798319327733,False
2019-01-05,0.0,False
2019-01-06,1.5731092436974792,False
2019-01-07,1.3764705882352943,False
2019-01-08,0.0,False
2019-01-09,2.851260504201681,False
2019-01-10,1.3764705882352943,False
2019-01-11,1.4747899159663866,False
2019-01-12,1.5731092436974792,False
2019-01-13,1.5731092436974792,False
2019-01-14,2.7529411764705887,False
2019-01-15,0.0,False
2019-01-16,0.0,False
2019-01-17,4.227731092436975,False
2019-01-18,2.851260504201681,False
2019-01-19,0.0,False
2019-01-20,0.0,False
2019-01-21,4.129411764705883,False
2019-01-22,4.129411764705883,False
2019-01-23,0.0,False
2019-01-24,1.3764705882352943,False
2019-01-25,0.0,False
2019-01-26,1.5731092436974792,False
2019-01-27,0.0,False
2019-01-28,4.031092436974791,False
2019-01-29,2.7529411764705887,False
2019-01-30,1.3764705882352943,False
2019-01-31,2.7529411764705887,False
2019-02-01,0.0,False
2019-02-02,0.0,False
2019-02-03,0.0,False
2019-02-04,4.129411764705883,False
2019-02-05,2.7529411764705887,False
2019-02-06,2.7529411764705887,False
2019-02-07,2.7529411764705887,False
2019-02-08,4.227731092436975,False
2019-02-09,3.1462184873949584,False
2019-02-10,1.5731092436974792,False
2019-02-11,1.2781512605042018,False
2019-02-12,2.654621848739496,False
2019-02-13,0.0,False
2019-02-14,1.3764705882352943,False
2019-02-15,2.851260504201681,False
2019-02-16,4.719327731092438,False
2019-02-17,1.5731092436974792,False
2019-02-18,1.3764705882352943,False
2019-02-19,5.407563025210084,False
2019-02-20,0.0,False
2019-02-21,2.7529411764705887,False
2019-02-22,1.3764705882352943,False
2019-02-23,4.719327731092438,False
2019-02-24,9.438655462184876,False
2019-02-25,0.0,False
2019-02-26,8.207526488856413,False
2019-02-27,3.8985750822067966,False
2019-02-28,8.207526488856413,False
2019-03-01,4.3089514066496175,False
2019-03-02,18.67212276214834,False
2019-03-03,4.719327731092438,False
2019-03-04,4.3089514066496175,False
2019-03-05,8.412714651077824,False
2019-03-06,0.0,False
2019-03-07,0.0,False
2019-03-08,8.823090975520644,False
2019-03-09,4.719327731092438,False
2019-03-10,4.719327731092438,False
2019-03-11,12.51647789550603,False
2019-03-12,4.103763244428206,False
2019-03-13,8.207526488856413,False
2019-03-14,8.207526488856413,False
2019-03-15,12.92685421994885,False
2019-03-16,0.0,False
2019-03-17,4.719327731092438,False
2019-03-18,4.3089514066496175,False
2019-03-19,16.004676653270007,False
2019-03-20,4.3089514066496175,False
2019-03-21,0.0,False
2019-03-22,8.823090975520644,False
2019-03-23,4.924515893313848,False
2019-03-24,4.3089514066496175,False
2019-03-25,0.0,False
2019-03-26,4.3089514066496175,False
2019-03-27,4.3089514066496175,False
2019-03-28,8.617902813299235,False
2019-03-29,4.3089514066496175,False
2019-03-30,4.924515893313848,False
2019-03-31,4.719327731092438,False
2019-04-01,0.0,False
2019-04-02,4.103763244428206,False
2019-04-03,0.0,False
2019-04-04,0.0,False
2019-04-05,8.617902813299235,False
2019-04-06,0.0,False
2019-04-07,0.0,False
2019-04-08,4.103763244428206,False
2019-04-09,0.0,False
2019-04-10,4.103763244428206,False
2019-04-11,0.0,False
2019-04-12,4.514139568871028,False
2019-04-13,4.924515893313848,False
2019-04-14,9.643843624406285,False
2019-04-15,8.412714651077824,False
2019-04-16,4.3089514066496175,False
2019-04-17,4.3089514066496175,False
2019-04-18,4.514139568871028,False
2019-04-19,4.719327731092438,False
2019-04-20,0.0,False
2019-04-21,10.259408111070517,False
2019-04-22,17.8513701132627,False
2019-04-23,17.03061746437706,False
2019-04-24,4.3089514066496175,False
2019-04-25,4.3089514066496175,False
2019-04-26,4.3089514066496175,False
2019-04-27,4.719327731092438,False
2019-04-28,14.363171355498723,False
2019-04-29,4.103763244428206,False
2019-04-30,4.3089514066496175,False
2019-05-01,8.823090975520644,False
2019-05-02,16.620241139934237,False
2019-05-03,4.3089514066496175,False
2019-05-04,13.952795031055903,False
2019-05-05,0.0,False
2019-05-06,0.0,False
2019-05-07,0.0,False
2019-05-08,8.207526488856413,False
2019-05-09,16.825429302155648,False
2019-05-10,8.617902813299235,False
2019-05-11,14.568359517720134,False
2019-05-12,0.0,False
2019-05-13,4.103763244428206,False
2019-05-14,4.103763244428206,False
2019-05-15,8.412714651077824,False
2019-05-16,12.51647789550603,False
2019-05-17,4.3089514066496175,False
2019-05-18,0.0,False
2019-05-19,9.438655462184876,False
2019-05-20,20.518816222141034,False
2019-05-21,12.311289733284621,False
2019-05-22,0.0,False
2019-05-23,8.002338326635003,False
2019-05-24,4.3089514066496175,False
2019-05-25,9.849031786627696,False
2019-05-26,0.0,False
2019-05-27,8.412714651077824,False
2019-05-28,16.209864815491418,False
2019-05-29,0.0,False
2019-05-30,0.0,False
2019-05-31,12.92685421994885,False
2019-06-01,14.363171355498723,False
2019-06-02,9.233467299963465,False
2019-06-03,8.207526488856413,False
2019-06-04,8.412714651077824,False
2019-06-05,8.207526488856413,False
2019-06-06,8.207526488856413,False
2019-06-07,8.617902813299235,False
2019-06-08,9.438655462184876,False
2019-06-09,4.719327731092438,False
2019-06-10,12.10610157106321,False
2019-06-11,0.0,False
2019-06-12,4.103763244428206,False
2019-06-13,0.0,False
2019-06-14,8.412714651077824,False
2019-06-15,9.438655462184876,False
2019-06-16,4.719327731092438,False
2019-06-17,0.0,False
2019-06-18,0.0,False
2019-06-19,4.103763244428206,False
2019-06-20,12.51647789550603,False
2019-06-21,17.440993788819878,False
2019-06-22,14.568359517720134,False
2019-06-23,4.719327731092438,False
2019-06-24,8.412714651077824,False
2019-06-25,16.620241139934237,False
2019-06-26,4.103763244428206,False
2019-06-27,8.002338326635003,False
2019-06-28,17.440993788819878,False
2019-06-29,4.719327731092438,False
2019-06-30,0.0,False
2019-07-01,8.207526488856413,False
2019-07-02,4.103763244428206,False
2019-07-03,8.412714651077824,False
2019-07-04,17.440993788819878,False
2019-07-05,8.823090975520644,False
2019-07-06,0.0,False
2019-07-07,14.363171355498723,False
2019-07-08,0.0,False
2019-07-09,8.207526488856413,False
2019-07-10,0.0,False
2019-07-11,8.207526488856413,False
2019-07-12,4.3089514066496175,False
2019-07-13,4.924515893313848,False
2019-07-14,0.0,False
2019-07-15,12.51647789550603,False
2019-07-16,4.103763244428206,False
2019-07-17,12.51647789550603,False
2019-07-18,0.0,False
2019-07-19,0.0,False
2019-07-20,0.0,False
2019-07-21,4.924515893313848,False
2019-07-22,4.3089514066496175,False
2019-07-23,0.0,False
2019-07-24,0.0,False
2019-07-25,4.3089514066496175,False
2019-07-26,4.514139568871028,False
2019-07-27,4.924515893313848,False
2019-07-28,9.643843624406285,False
2019-07-29,4.3089514066496175,False
2019-07-30,0.0,False
2019-07-31,12.92685421994885,False
2019-08-01,0.0,False
2019-08-02,0.0,False
2019-08-03,0.0,False
2019-08-04,4.924515893313848,False
2019-08-05,4.3089514066496175,False
